scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer,disable_orth_proj,use_MoM
waditorai_(no mean)_normal_KL05_062132_8_0.0001_1_window_8,wadi,1,normal_KL,torai,128,0,0.0001,0.375,0.375,0.375,0.375,0.375,0,8,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3996583799101502,0.375,0.375,0.375,0.375,0.375,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadircd_(no mean)_normal_KL05_062147_8_0.0001_1_window_8,wadi,1,normal_KL,rcd,128,0,0.0001,0.0,0.0,0.0,0.0,0.0,0,8,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2662909588620151,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadicLSTM_(no mean)_normal_KL05_062203_8_0.0001_1_window_8,wadi,1,normal_KL,cLSTM,64,0,0.0001,0.25,0.5,0.5,0.5,0.4625,6283071,8,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.08819411338877411,0.0,0.125,0.125,0.375,0.4625,0.08003905296791061,1.0,0.19772648811340332,5.057491333313236,24.199745178222656,128.89990234375,240.01654243469238,1.2000827121734619,5034.652977424676,1641.29345703125,0,0,0
wadiCUTS_PLUS_(no mean)_normal_KL05_063014_8_0.0001_1_window_8,wadi,1,normal_KL,CUTS_PLUS,64,0,0.0001,0.25,0.375,0.375,0.5,0.4,77632,8,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.23390664773080025,0.125,0.25,0.375,0.5,0.4,0.075,1.0,0.19044998288154602,5.2507224462286715,0.5278739929199219,19.33154296875,1147.7334597110748,5.738667298555374,1052.8576907605336,4684.49609375,0,0,0
wadivlinear_(no mean)_normal_KL05_070012_16_0.0001_1_window_16,wadi,1,normal_KL,vlinear,64,0,0.0001,0.25,0.375,0.5,0.75,0.525,44062,16,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.08895581746684689,0.0,0.125,0.125,0.125,0.525,0.1920286436967152,1.0,0.2097778022289276,4.7669485969192955,0.4007911682128906,21.6279296875,137.87238335609436,0.6893619167804718,4380.862833421828,6015.62548828125,0,0,0
wadiGVAR_(no mean)_normal_KL05_070322_16_0.0001_1_window_16,wadi,1,normal_KL,GVAR,64,0,0.0001,0.375,0.5,0.5,0.6875,0.5375,15911055,16,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.1923680486180486,0.125,0.125,0.25,0.375,0.5375,0.09354143466934853,1.0,0.4934895932674408,2.0263851834826068,60.927589416503906,267.26708984375,99.50948691368103,0.49754743456840517,6069.773031027047,5158.68310546875,0,0,0
wadibaro_(no mean)_normal_KL05_070620_16_0.0001_1_window_16,wadi,1,normal_KL,baro,128,0,0.0001,0.375,0.375,0.375,0.375,0.375,0,16,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.408241806377838,0.375,0.375,0.375,0.375,0.375,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
waditorai_(no mean)_normal_KL05_070628_16_0.0001_1_window_16,wadi,1,normal_KL,torai,128,0,0.0001,0.375,0.375,0.375,0.375,0.375,0,16,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.40709614476003564,0.375,0.375,0.375,0.375,0.375,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadircd_(no mean)_normal_KL05_070643_16_0.0001_1_window_16,wadi,1,normal_KL,rcd,128,0,0.0001,0.0,0.0,0.0,0.0,0.0,0,16,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2662909588620151,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadicLSTM_(no mean)_normal_KL05_070657_16_0.0001_1_window_16,wadi,1,normal_KL,cLSTM,64,0,0.0001,0.25,0.375,0.5,0.75,0.5375,6283071,16,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.12766425452566757,0.0,0.125,0.125,0.375,0.5375,0.1681703005884214,1.0,0.20875856280326843,4.790222669536138,24.199745178222656,128.8310546875,138.6211175918579,0.6931055879592896,4357.200479210945,3202.51953125,0,0,0
wadiGVAR_(no mean)_normal_KL05_071316_20_0.0001_1_window_20,wadi,1,normal_KL,GVAR,64,0,0.0001,0.25,0.25,0.25,0.25,0.25,20154003,20,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.15283937425544933,0.125,0.125,0.125,0.125,0.25,0.0,1.0,0.2424066960811615,4.125298583605069,77.11315155029297,330.21142578125,102.06846714019775,0.5103423357009887,4734.077169360181,6476.54296875,0,0,0
wadibaro_(no mean)_normal_KL05_071615_20_0.0001_1_window_20,wadi,1,normal_KL,baro,128,0,0.0001,0.25,0.375,0.375,0.625,0.425,0,20,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.33503128815628813,0.25,0.375,0.375,0.625,0.425,0.12747548783981963,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
waditorai_(no mean)_normal_KL05_071625_20_0.0001_1_window_20,wadi,1,normal_KL,torai,128,0,0.0001,0.25,0.375,0.375,0.5,0.375,0,20,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3411903203846725,0.25,0.375,0.375,0.5,0.375,0.05590169943749474,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadircd_(no mean)_normal_KL05_071645_20_0.0001_1_window_20,wadi,1,normal_KL,rcd,128,0,0.0001,0.0,0.0,0.0,0.0,0.0,0,20,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2662909588620151,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadicLSTM_(no mean)_normal_KL05_071700_20_0.0001_1_window_20,wadi,1,normal_KL,cLSTM,64,0,0.0001,0.25,0.375,0.5,0.625,0.4875,6283071,20,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.19027770636226518,0.125,0.125,0.125,0.125,0.4875,0.14197270864500686,1.0,0.2079615294933319,4.8085816758337705,24.199745178222656,128.8583984375,139.56304335594177,0.6978152167797088,3462.2346172807806,3993.11572265625,0,0,0
wadivlinear_(no mean)_normal_KL05_072240_4_0.0001_2_window_4,wadi,2,normal_KL,vlinear,64,0,0.0001,0.125,0.25,0.25,0.375,0.2625,41734,4,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.08430788882945964,0.0,0.125,0.125,0.25,0.2625,0.0875,1.0,0.20892173051834106,4.786481509218644,0.3909950256347656,18.95263671875,127.98850226402283,0.6399425113201141,18884.508821066276,1454.2353515625,0,0,0
wadiGVAR_(no mean)_normal_KL05_072555_4_0.0001_2_window_4,wadi,2,normal_KL,GVAR,64,0,0.0001,0.125,0.25,0.25,0.375,0.2625,3182211,4,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.15551375707625706,0.125,0.125,0.125,0.125,0.2625,0.0673145600891813,1.0,0.21119993925094604,4.734849846769171,12.370903015136719,66.4970703125,88.95404005050659,0.44477020025253294,27171.334754752774,1203.68896484375,0,0,0
wadibaro_(no mean)_normal_KL05_072842_4_0.0001_2_window_4,wadi,2,normal_KL,baro,128,0,0.0001,0.25,0.25,0.25,0.25,0.25,0,4,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2746716503501043,0.25,0.25,0.25,0.25,0.25,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
waditorai_(no mean)_normal_KL05_072850_4_0.0001_2_window_4,wadi,2,normal_KL,torai,128,0,0.0001,0.25,0.25,0.25,0.25,0.25,0,4,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2733949173775875,0.25,0.25,0.25,0.25,0.25,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadircd_(no mean)_normal_KL05_072901_4_0.0001_2_window_4,wadi,2,normal_KL,rcd,128,0,0.0001,0.0,0.0,0.0,0.0,0.0,0,4,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2662909588620151,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadicLSTM_(no mean)_normal_KL05_072914_4_0.0001_2_window_4,wadi,2,normal_KL,cLSTM,64,0,0.0001,0.125,0.25,0.25,0.25,0.225,6283071,4,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.07203937212658143,0.0,0.125,0.125,0.125,0.225,0.05,1.0,0.2006220519542694,4.984496919750098,24.199745178222656,129.373046875,471.1270914077759,2.3556354570388796,5130.250507942043,814.66015625,0,0,0
wadiCUTS_PLUS_(no mean)_normal_KL05_074431_4_0.0001_2_window_4,wadi,2,normal_KL,CUTS_PLUS,64,0,0.0001,0.25,0.25,0.25,0.375,0.2625,77632,4,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.19519996990838778,0.125,0.125,0.25,0.375,0.2625,0.0375,1.0,0.1985110342502594,5.037503349759981,0.5278739929199219,18.36474609375,991.5562429428101,4.95778121471405,2437.5823531972915,2129.58203125,0,0,0
wadivlinear_(no mean)_normal_KL05_081045_8_0.0001_2_window_8,wadi,2,normal_KL,vlinear,64,0,0.0001,0.125,0.25,0.25,0.375,0.275,42510,8,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.07973356637958305,0.0,0.125,0.125,0.125,0.275,0.09354143466934853,1.0,0.19210124015808105,5.205588465629348,0.3941383361816406,19.84423828125,134.84984827041626,0.6742492413520813,8961.077935933445,2971.701171875,0,0,0
wadiGVAR_(no mean)_normal_KL05_081356_8_0.0001_2_window_8,wadi,2,normal_KL,GVAR,64,0,0.0001,0.375,0.5,0.5,0.5,0.4875,7425159,8,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.17070409666993658,0.125,0.125,0.125,0.25,0.4875,0.0375,1.0,0.5155313909053802,1.939746090424857,28.55646514892578,133.68994140625,95.85025310516357,0.47925126552581787,12607.165457082157,2523.5634765625,0,0,0
wadibaro_(no mean)_normal_KL05_081644_8_0.0001_2_window_8,wadi,2,normal_KL,baro,128,0,0.0001,0.375,0.375,0.375,0.375,0.375,0,8,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.405010569716452,0.375,0.375,0.375,0.375,0.375,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
waditorai_(no mean)_normal_KL05_081653_8_0.0001_2_window_8,wadi,2,normal_KL,torai,128,0,0.0001,0.375,0.375,0.375,0.375,0.375,0,8,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.39271013039090674,0.375,0.375,0.375,0.375,0.375,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadircd_(no mean)_normal_KL05_081708_8_0.0001_2_window_8,wadi,2,normal_KL,rcd,128,0,0.0001,0.0,0.0,0.0,0.0,0.0,0,8,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2662909588620151,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadicLSTM_(no mean)_normal_KL05_081721_8_0.0001_2_window_8,wadi,2,normal_KL,cLSTM,64,0,0.0001,0.25,0.375,0.5,0.5,0.4375,6283071,8,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.13313969017094018,0.0,0.125,0.25,0.625,0.4375,0.10077822185373188,1.0,0.19785082340240479,5.05431305669181,24.199745178222656,128.89990234375,249.44400262832642,1.247220013141632,4844.373836481954,1641.29345703125,0,0,0
wadiCUTS_PLUS_(no mean)_normal_KL05_082550_8_0.0001_2_window_8,wadi,2,normal_KL,CUTS_PLUS,64,0,0.0001,0.375,0.375,0.375,0.5,0.4125,77632,8,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.18970446459670598,0.125,0.125,0.125,0.375,0.4125,0.057282196186948006,1.0,0.2093203365802765,4.777366673192262,0.5278739929199219,19.33154296875,1148.3090007305145,5.741545003652573,1052.329990648212,4684.49609375,0,0,0
wadivlinear_(no mean)_normal_KL05_085549_16_0.0001_2_window_16,wadi,2,normal_KL,vlinear,64,0,0.0001,0.25,0.375,0.625,0.75,0.55,44062,16,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.09642255032343705,0.0,0.125,0.125,0.125,0.55,0.203100960115899,1.0,0.2063024640083313,4.84725184842977,0.4007911682128906,21.6279296875,138.0175964832306,0.690087982416153,4376.253574835924,6015.62548828125,0,0,0
wadiGVAR_(no mean)_normal_KL05_085852_16_0.0001_2_window_16,wadi,2,normal_KL,GVAR,64,0,0.0001,0.375,0.375,0.5,0.5,0.45,15911055,16,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.15921048799756427,0.125,0.125,0.125,0.25,0.45,0.06123724356957946,1.0,0.19636067748069763,5.09266933089646,60.927589416503906,267.26708984375,99.81193256378174,0.4990596628189087,6051.38067649409,5158.68310546875,0,0,0
wadibaro_(no mean)_normal_KL05_090149_16_0.0001_2_window_16,wadi,2,normal_KL,baro,128,0,0.0001,0.375,0.375,0.375,0.375,0.375,0,16,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.408241806377838,0.375,0.375,0.375,0.375,0.375,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
waditorai_(no mean)_normal_KL05_090158_16_0.0001_2_window_16,wadi,2,normal_KL,torai,128,0,0.0001,0.375,0.375,0.375,0.375,0.375,0,16,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.409791366205257,0.375,0.375,0.375,0.375,0.375,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadircd_(no mean)_normal_KL05_090210_16_0.0001_2_window_16,wadi,2,normal_KL,rcd,128,0,0.0001,0.0,0.0,0.0,0.0,0.0,0,16,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2662909588620151,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadicLSTM_(no mean)_normal_KL05_090232_16_0.0001_2_window_16,wadi,2,normal_KL,cLSTM,64,0,0.0001,0.25,0.375,0.625,0.625,0.525,6283071,16,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.08808815817822789,0.0,0.125,0.125,0.125,0.525,0.15612494995995996,1.0,0.20500007271766663,4.87804705014537,24.199745178222656,128.8310546875,138.38727927207947,0.6919363963603974,4364.563008804385,3202.51953125,0,0,0
wadiGVAR_(no mean)_normal_KL05_090856_20_0.0001_2_window_20,wadi,2,normal_KL,GVAR,64,0,0.0001,0.125,0.25,0.25,0.25,0.2375,20154003,20,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.0805313083328557,0.0,0.125,0.125,0.125,0.2375,0.0375,1.0,0.19716712832450867,5.071839350188964,77.11315155029297,330.21142578125,102.20571875572205,0.5110285937786102,4727.719797704058,6476.54296875,0,0,0
wadibaro_(no mean)_normal_KL05_091154_20_0.0001_2_window_20,wadi,2,normal_KL,baro,128,0,0.0001,0.25,0.375,0.375,0.625,0.425,0,20,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.33503128815628813,0.25,0.375,0.375,0.625,0.425,0.12747548783981963,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
waditorai_(no mean)_normal_KL05_091203_20_0.0001_2_window_20,wadi,2,normal_KL,torai,128,0,0.0001,0.25,0.375,0.375,0.625,0.425,0,20,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.35435026283240567,0.25,0.375,0.375,0.625,0.425,0.11456439237389601,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadircd_(no mean)_normal_KL05_091217_20_0.0001_2_window_20,wadi,2,normal_KL,rcd,128,0,0.0001,0.0,0.0,0.0,0.0,0.0,0,20,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2662909588620151,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadicLSTM_(no mean)_normal_KL05_091238_20_0.0001_2_window_20,wadi,2,normal_KL,cLSTM,64,0,0.0001,0.125,0.25,0.5,0.625,0.4125,6283071,20,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.09384642287868095,0.0,0.125,0.125,0.25,0.4125,0.1681703005884214,1.0,0.20370128750801086,4.909149138100924,24.199745178222656,128.8583984375,139.68928861618042,0.6984464430809021,3459.105596332962,3993.11572265625,0,0,0
