scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer,disable_orth_proj,use_MoM
wadiCUTS_PLUS_(no mean)_normal_KL04_181538_6_0.0001_1_window_6,wadi,1,normal_KL,CUTS_PLUS,64,0,0.0001,0.25,0.25,0.375,0.375,0.3375,77632,6,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.1875931415076152,0.125,0.125,0.125,0.375,0.3375,0.057282196186948006,1.0,0.21479246020317078,4.6556569027334875,0.5278739929199219,18.36767578125,1351.0833854675293,6.755416927337646,1192.5244713467184,1712.09375,0,0,0
wadivlinear_(no mean)_normal_KL04_184936_10_0.0001_1_window_10,wadi,1,normal_KL,vlinear,64,0,0.0001,0.25,0.375,0.375,0.5,0.4125,42898,10,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.09452991452991452,0.0,0.125,0.125,0.125,0.4125,0.09762812094883318,1.0,0.20332345366477966,4.918271758499168,0.3957557678222656,20.2900390625,140.11063194274902,0.7005531597137451,6900.26150474467,1875.11376953125,0,0,0
wadiGVAR_(no mean)_normal_KL04_185249_10_0.0001_1_window_10,wadi,1,normal_KL,GVAR,64,0,0.0001,0.5,0.5,0.5,0.5,0.5,9546633,10,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.1493695392987026,0.125,0.125,0.125,0.25,0.5,0.0,1.0,0.23514094948768616,4.252768402010591,36.64924621582031,165.890625,104.41780090332031,0.5220890045166016,9258.95768380674,1653.8544921875,0,0,0
wadibaro_(no mean)_normal_KL04_185543_10_0.0001_1_window_10,wadi,1,normal_KL,baro,128,0,0.0001,0.375,0.375,0.375,0.375,0.375,0,10,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.39963667171547607,0.375,0.375,0.375,0.375,0.375,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
waditorai_(no mean)_normal_KL04_185552_10_0.0001_1_window_10,wadi,1,normal_KL,torai,128,0,0.0001,0.375,0.375,0.375,0.375,0.375,0,10,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4001442677398673,0.375,0.375,0.375,0.375,0.375,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadircd_(no mean)_normal_KL04_185607_10_0.0001_1_window_10,wadi,1,normal_KL,rcd,128,0,0.0001,0.0,0.0,0.0,0.0,0.0,0,10,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2662909588620151,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
wadicLSTM_(no mean)_normal_KL04_185621_10_0.0001_1_window_10,wadi,1,normal_KL,cLSTM,64,0,0.0001,0.25,0.5,0.5,0.5,0.45,6283071,10,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.08779491911748104,0.0,0.125,0.125,0.375,0.45,0.1,1.0,0.3586626648902893,2.788135197472779,24.199745178222656,128.7900390625,400.8640377521515,2.0043201887607576,2411.7903053148375,1064.912109375,0,0,0
wadiCUTS_PLUS_(no mean)_normal_KL04_190656_10_0.0001_1_window_10,wadi,1,normal_KL,CUTS_PLUS,64,0,0.0001,0.25,0.375,0.375,0.75,0.4375,77632,10,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.18826028686226054,0.125,0.125,0.25,0.375,0.4375,0.128086884574495,1.0,0.1951957643032074,5.123061986358729,0.5278739929199219,18.37353515625,1476.7650549411774,7.383825274705887,654.6742129122968,2989.287109375,0,0,0
wadivlinear_(no mean)_normal_KL04_194342_14_0.0001_1_window_14,wadi,1,normal_KL,vlinear,64,0,0.0001,0.25,0.5,0.5,0.625,0.4875,43674,14,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.07942421229665475,0.0,0.125,0.125,0.125,0.4875,0.13050383136138188,1.0,0.19255822896957397,5.193234302949522,0.3990821838378906,21.18212890625,19.47301959991455,0.7212229481449833,4786.314701825134,2635.603515625,0,0,0
wadiGVAR_(no mean)_normal_KL04_194420_14_0.0001_1_window_14,wadi,1,normal_KL,GVAR,64,0,0.0001,0.375,0.5,0.5,0.5,0.4875,13789581,14,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.18074480399092827,0.125,0.125,0.125,0.375,0.4875,0.0375,1.0,0.237178772687912,4.21622891739909,52.834808349609375,235.1474609375,105.5009036064148,0.527504518032074,6544.019779921785,2339.02197265625,0,0,0
wadibaro_(no mean)_normal_KL04_194723_14_0.0001_1_window_14,wadi,1,normal_KL,baro,128,0,0.0001,0.375,0.375,0.375,0.5,0.3875,0,14,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4087533156498674,0.375,0.375,0.375,0.5,0.3875,0.0375,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM
